,Texto,Texto limpio,Noticia,Frase/Pensamiento,Microficción
3294,Los esfuerzos son mejores que las promesas.,esfuerzos mejores promesas,0,1,0
3295,"""El verdadero amor, es un abrazo en los momentos difíciles.""",verdadero amor abrazo momentos difíciles,0,1,0
3296,"""La vida me enseñó que hay que creer en hechos, no en palabras.""",vida enseñó creer hechos palabras,0,1,0
3297,"""Nunca te rindas, a veces la última llave es la que abre la puerta.""",nunca rindas veces última llave abre puerta,0,1,0
3298,Hablar horas con una persona y no aburrirse.,hablar horas persona aburrirse,0,1,0
3299,"""El truco está en hablar menos y demostrar más.""",truco hablar menos demostrar,0,1,0
3300,"Ama a quien te cumple, no a quien te ilusiona.",ama cumple ilusiona,0,1,0
3301,"""Los aeropuertos ven más besos sinceros que las bodas. Los muros de hospitales han escuchado más oraciones reales que las iglesias.""",aeropuertos ven besos sinceros bodas muros hospitales escuchado oraciones reales iglesias,0,1,0
3302,"""Si lo bueno tarda en llegar, entonces lo mío debe ser demasiado bueno.""",si bueno tarda llegar entonces debe ser demasiado bueno,0,1,0
3303,"""Tengo ganas de que pase algo, algo místico, algo que cambie el rumbo de mi vida, pero que me haga feliz.""",ganas pase místico cambie rumbo vida haga feliz,0,1,0
3304,"""Lo malo de las mejores historias es que duran muy poco.",malo mejores historias duran,0,1,0
3305,“Hoy estas parado sobre tus sueños de ayer.”,hoy parado sueños ayer,0,1,0
3306,"""Durará tanto como lo cuides y lo cuidarás tanto como lo quieras.""",durará cuides cuidarás quieras,0,1,0
3307,Así es la vida: a veces eres el cuchillo y otras la herida.,así vida veces cuchillo herida,0,1,0
3308,"—¿Puedo besarte?
—Con una condición.
—¿Cuál?
—Que no sea la última vez.",puedo besarte condición cuál última vez,0,1,0
3309,"— ¿Papá me regalas el iPhone 6?
— ¿Cuál es la palabra mágica?
— ¡María!
— ¿María?
— ¡Si, tu amante!
— ¿De que color lo quieres el iPhone?",papá regalas iphone cuál palabra mágica maría maría si amante color quieres iphone,0,1,0
3310,""" Me da igual lo que ocurra entre nosotros. Pase lo que pase siempre te querré como el primer día o incluso más.""",da igual ocurra pase pase siempre querré primer día incluso,0,1,0
3311,"""A veces, lo que estás buscando llega en el momento menos esperado.""",veces buscando llega momento menos esperado,0,1,0
3312,"No todo lo malo que nos pasa es porque lo merecemos. A veces necesitamos cosas malas y tropiezos en la vida, para madurar y crecer.",malo pasa merecemos veces necesitamos cosas malas tropiezos vida madurar crecer,0,1,0
3313,"No puedes controlar cómo te sientes, pero siempre puedes elegir cómo actuar.",puedes controlar cómo sientes siempre puedes elegir cómo actuar,0,1,0
3314,"Quien te conoce bien sabe hasta cuando tu ""hola"" es diferente.",conoce bien sabe hola diferente,0,1,0
3315,"""A veces se gana, a veces se pierde, pero siempre se aprende.""",veces gana veces pierde siempre aprende,0,1,0
3316,"""A veces hay que aceptar que no se puede estar con la persona que quisiéramos y seguir adelante."" -3MSC",veces aceptar puede persona quisiéramos seguir adelante 3msc,0,1,0
3317,"""Algún día diré ""no fue fácil, pero lo logré.""",algún día diré fácil logré,0,1,0
3318,"Nunca nos merecemos nada malo. A veces son circunstancias,­ momentos o situaciones, pero nunca nada dura siempre. Todo nos ayuda a crecer.",nunca merecemos malo veces circunstancias momentos situaciones nunca dura siempre ayuda crecer,0,1,0
3319,Todos los días confirmo que te quiero en mi vida.,días confirmo quiero vida,0,1,0
3320,Seré breve: Te quiero sólo para mí. Fin.,breve quiero sólo fin,0,1,0
3321,"""La única persona que necesitas en tu vida, es aquella que te demuestra que te necesita en la suya.""",única persona necesitas vida aquella demuestra necesita,0,1,0
3322,"Quien olvida rápido, es porque nunca le importó",olvida rápido nunca importó,0,1,0
3323,A veces tienes que aceptar el hecho de que ciertas cosas nunca van a volver a ser como eran antes.,veces aceptar hecho ciertas cosas nunca van volver ser,0,1,0
3324,"Sé tú mismo, y la gente correcta se quedará contigo.",sé mismo gente correcta quedará contigo,0,1,0
3325,"""Más vale una verdad que duela que una mentira que ilusione.""",vale verdad duela mentira ilusione,0,1,0
3326,"""Aunque no sea yo la razón de tu sonrisa, quiero verte sonreír""",aunque razón sonrisa quiero verte sonreír,0,1,0
3327,"""Duele que te decepcione alguien que creías diferente.""",duele decepcione alguien creías diferente,0,1,0
3328,"""Para sanar una herida, hay que dejar de tocarla.""",sanar herida dejar tocarla,0,1,0
3329,"""No elijas a la persona más bonita del mundo, elige a la persona que haga más bonito tu mundo.""",elijas persona bonita mundo elige persona haga bonito mundo,0,1,0
3330,"""Todo pasa por algo.""",pasa,0,1,0
3331,"""Haz el bien y el bien vendrá a ti"".",haz bien bien vendrá,0,1,0
3332,"No saben caminar y ya quieren correr, 
No saben querer y ya dicen amar.",saben caminar quieren correr saben querer dicen amar,0,1,0
3333,"No sé quién necesita leer esto, pero está bien empezar de nuevo y dejar que alguien más te ame.",sé quién necesita leer bien empezar nuevo dejar alguien ame,0,1,0
3334,"""Las mejores personas llegan sin buscarlas.""",mejores personas llegan buscarlas,0,1,0
3335,"Hola insomnio, bienvenido un vez más.",hola insomnio bienvenido vez,0,1,0
3336,"""Mensajes inesperados que te alegran el día.""",mensajes inesperados alegran día,0,1,0
3337,"""Con el tiempo aprendí que no a cualquiera se le llama amigo.""",tiempo aprendí cualquiera llama amigo,0,1,0
3338,"""En la vida se pierde más por miedo que por intentar.""",vida pierde miedo intentar,0,1,0
3339,"No conocemos a las personas por accidente, todas están destinadas a cruzarse en nuestro camino por alguna razón.",conocemos personas accidente todas destinadas cruzarse camino alguna razón,0,1,0
3340,"""Contigo lo que con nadie más.""",contigo nadie,0,1,0
3341,"""Y me enamoré hasta de sus defectos.""",enamoré defectos,0,1,0
3342,"""Escribir un mensaje con lágrimas en los ojos.",escribir mensaje lágrimas ojos,0,1,0
3343,"""Recuerda: quien te quiere, te llama, te busca, te lo demuestra.""",recuerda quiere llama busca demuestra,0,1,0
3344,Dios les da las sus peores batallas a sus mejores guerreros.,dios da peores batallas mejores guerreros,0,1,0
3345,"El ""Me caes mal"" a primera vista, si existe.",caes mal primera vista si existe,0,1,0
3346,"""Ella se ve fría, pero no lo es. En realidad es muy dulce y tierna, sólo tiene miedo a que la lastimen otra vez.""",ve fría realidad dulce tierna sólo miedo lastimen vez,0,1,0
3347,"""Hay actitudes que dan demasiado asco.""",actitudes dan demasiado asco,0,1,0
3348,"""Soy de esas personas que cuando se cansan de todo, se alejan.""",personas cansan alejan,0,1,0
3349,"""En un mundo lleno de hipócritas, los sinceros somos los malos"".",mundo lleno hipócritas sinceros malos,0,1,0
3350,"""Faltan personas, sobra gente.""",faltan personas sobra gente,0,1,0
3351,Un día sin reír es un día perdido.,día reír día perdido,0,1,0
3352,"""Si no te busco como antes es porque me has dado las razones suficientes para no hacerlo.""",si busco dado razones suficientes hacerlo,0,1,0
3353,"""Todo llega, todo pasa, todo cambia.""",llega pasa cambia,0,1,0
3354,"""Tienes dos opciones: te rindes o luchas por lo que quieres.""",dos opciones rindes luchas quieres,0,1,0
3355,No me gusta estar lejos de lo que quiero cerca.,gusta lejos quiero cerca,0,1,0
3356,"""Con el tiempo te das cuenta quienes son los verdaderos amigos.""",tiempo das cuenta verdaderos amigos,0,1,0
3357,"""Si tiene que ser, será.""",si ser,0,1,0
3358,"Me tienes lejos o cerca, pero me tienes.",lejos cerca,0,1,0
3359,Un amigo es alguien que cree en ti incluso cuando tu has dejado de creer en ti mismo.,amigo alguien cree incluso dejado creer mismo,0,1,0
3360,"""Es difícil esperar por algo que tú sabes que nunca pasará, pero es aún más difícil renunciar cuando sabes que es todo lo que quieres.""",difícil esperar sabes nunca pasará aún difícil renunciar sabes quieres,0,1,0
3361,"""Todo vale la pena si te hace reír."" Wiz Khalifa",vale pena si hace reír wiz khalifa,0,1,0
3362,Te amo en todos tus estados de ánimo y por encima de todos tus defectos.,amo ánimo encima defectos,0,1,0
3363,''Fuerte es quien llora a escondidas y ríe en público.'' -Bob Marley,fuerte llora escondidas ríe público bob marley,0,1,0
3364,"""Tus actos siempre hablan más alto y más claro que tus palabras.""",actos siempre hablan alto claro palabras,0,1,0
3365,"Tal vez no fui lo que querías, ni resulté ser lo que necesitabas, pero una cosa es cierta: fui más de lo que merecías.",tal vez querías resulté ser necesitabas cosa cierta merecías,0,1,0
3366,"""El dolor cambia a las personas.""",dolor cambia personas,0,1,0
3367,Nunca digas ''no tengo nada que hacer'' cerca de tu mamá.,nunca digas hacer cerca mamá,0,1,0
3368,"""Es más fácil sonreír que explicar porque estás triste.""",fácil sonreír explicar triste,0,1,0
3369,Ya llegará... https://t.co/u9Hp4KV3wB,llegará,0,1,0
3370,"""Serás feliz me dijo la vida, pero primero te haré fuerte, tan fuerte que el que te haga daño se arrepentirá.""",feliz dijo vida primero haré fuerte tan fuerte haga daño arrepentirá,0,1,0
3371,"Enséñame a no querer hablar contigo todo el tiempo, porque a mi no me sale como a ti.",enséñame querer hablar contigo tiempo sale,0,1,0
3372,Valora lo que tienes que puedes perder diamantes por andar recogiendo piedras.,valora puedes perder diamantes andar recogiendo piedras,0,1,0
3373,"""A veces no hay próxima vez, a veces no hay segundas oportunidades, a veces es ahora o nunca."" Bob Marley",veces próxima vez veces segundas oportunidades veces ahora nunca bob marley,0,1,0
3374,"""El mundo estaría mejor si la gente abriera más los ojos y cerrara más la boca.""",mundo mejor si gente abriera ojos cerrara boca,0,1,0
3375,"""Si me alejo no es porque no te quiera, sólo que entendí que no me necesitas.""",si alejo quiera sólo entendí necesitas,0,1,0
3376,"Siempre habrá: 
Una fecha 
una palabra 
una mirada 
una película 
un perfume 
un momento 
un lugar 
y una sonrisa que me recuerde a ti.",siempre fecha palabra mirada película perfume momento lugar sonrisa recuerde,0,1,0
3377,"""Serás feliz me dijo la vida, pero primero te enseñaré a ser  fuerte.""",feliz dijo vida primero enseñaré ser fuerte,0,1,0
3378,"""A veces las cosas llegan cuando las dejas de buscar.""",veces cosas llegan dejas buscar,0,1,0
3379,"A veces, debes aceptar las cosas como son y no como quieres que sean.",veces debes aceptar cosas quieres,0,1,0
3380,"Quizás no lloro, pero me duele.
Quizás no lo digo, pero lo siento.
Quizás no lo demuestro, pero me importa.",quizás lloro duele quizás digo siento quizás demuestro importa,0,1,0
3381,"SÁBADO 1 DE AGOSTO: Hoy afirmo con mucha fe que en este nuevo mes de agosto todo me saldrá bien y mis días estarán llenos de dicha, bendición y prosperidad, porque Dios está conmigo y donde Él está, todo es perfecto. Amén 🙏",sábado agosto hoy afirmo mucha fe nuevo mes agosto saldrá bien días llenos dicha bendición prosperidad dios conmigo perfecto amén,0,1,0
3382,"""Prefiero andar con locos que con falsos.""",prefiero andar locos falsos,0,1,0
3383,Te quiero ver callando bocas y cumpliendo tus metas.,quiero ver callando bocas cumpliendo metas,0,1,0
3384,"""Vivamos y que pase lo que tenga que pasar.""",vivamos pase pasar,0,1,0
3385,"""La gente buena nos da felicidad, la mala, experiencia"".",gente buena da felicidad mala experiencia,0,1,0
3386,"No confíes en nadie, recuerda que el diablo fue una vez un ángel.",confíes nadie recuerda diablo vez ángel,0,1,0
3387,"A veces Dios no cambia tu situación, porque quiere cambiar tu corazón.",veces dios cambia situación quiere cambiar corazón,0,1,0
3388,"""La lluvia cae porque la nube ya no puede soportar el peso. Las lágrimas caen porque el corazón ya no puede soportar el dolor.""",lluvia cae nube puede soportar peso lágrimas caen corazón puede soportar dolor,0,1,0
3389,"""Siempre existirá esa persona que es y será tu DEBILIDAD.""",siempre existirá persona debilidad,0,1,0
3390,"""Tarde o temprano, todo se sabe.""",tarde temprano sabe,0,1,0
3391,"Hay personas que te lastiman con sus palabras, otras con sus actitudes y otras con no hacer nada.",personas lastiman palabras actitudes hacer,0,1,0
3392,"No quiero ser un capítulo, quiero ser tu historia.",quiero ser capítulo quiero ser historia,0,1,0
3393,"""Mi felicidad depende de alguien, ese alguien soy yo.""",felicidad depende alguien alguien,0,1,0
3394,"No sé si eres el amor de mi vida, pero sé que eres la persona de mis momentos felices.",sé si amor vida sé persona momentos felices,0,1,0
3395,"No vivas de las apariencias, siempre cambian. No vivas de las mentiras, al final se descubren. No vivas para nadie, vive para ti.",vivas apariencias siempre cambian vivas mentiras final descubren vivas nadie vive,0,1,0
3396,"Sé humilde para admitir tus errores, inteligente para aprender de ellos y maduro para corregirlos.",sé humilde admitir errores inteligente aprender maduro corregirlos,0,1,0
3397,"""Te di todo, hasta lo que no tenía"".",di,0,1,0
3398,"""No juzgues mis decisiones sin conocer mis razones.""",juzgues decisiones conocer razones,0,1,0
3399,"""Soy responsable de lo que digo, no de lo que entiendes.""",responsable digo entiendes,0,1,0
3400,"""Nunca te disculpes por mostrar tus sentimientos, cuando lo haces, te estás disculpando por decir la verdad.""",nunca disculpes mostrar sentimientos haces disculpando decir verdad,0,1,0
3401,"Una cara bonita, no significa un lindo corazón.",cara bonita significa lindo corazón,0,1,0
3402,Suelta todo.. https://t.co/TysTDn0Ip6,suelta,0,1,0
3403,"""Tropezar no es malo, encariñarse con la piedra sí.""",tropezar malo encariñarse piedra,0,1,0
3404,"""Pasar por ese lugar, y acordarte de ese día.""",pasar lugar acordarte día,0,1,0
3405,Las cosas siempre pasan por algo.,cosas siempre pasan,0,1,0
3406,"El corazón también se cansa de esperar, de callar y de intentar.",corazón cansa esperar callar intentar,0,1,0
3407,"""Serás feliz me dijo la vida, pero primero te haré fuerte.""",feliz dijo vida primero haré fuerte,0,1,0
3408,"""No se puede tener un arcoíris sin un poco de lluvia.""",puede tener arcoíris lluvia,0,1,0
3409,"2020: ""Querido yo, voy a hacerte sentir tan orgulloso""",querido voy hacerte sentir tan orgulloso,0,1,0
3410,No confundas ser directo con hacer daño.,confundas ser directo hacer daño,0,1,0
3411,"El peor sentimiento es fingir que no te importa algo, cuando en realidad es en lo único que piensas.",peor sentimiento fingir importa realidad único piensas,0,1,0
3412,"Mi felicidad no tiene precio, pero tiene nombre.",felicidad precio nombre,0,1,0
3413,"""Y yo que me fallé mil veces a mí por no fallarte a ti.""",fallé mil veces fallarte,0,1,0
3414,"Quiero que tú seas mí "" y vivieron felices para siempre""",quiero vivieron felices siempre,0,1,0
3415,"""Jamas algo que valga la pena sera sencillo."" Bob Marley",jamas valga pena sera sencillo bob marley,0,1,0
3416,"""Los planes de Dios son más grandes que tus problemas.""",planes dios grandes problemas,0,1,0
3417,"""No cambié, solo aprendí, y aprender no es cambiar, es crecer.""",cambié solo aprendí aprender cambiar crecer,0,1,0
3418,"""Estar sólo no es malo, lo malo es estar con alguien y sentirte sólo.""",sólo malo malo alguien sentirte sólo,0,1,0
3419,"""Mientras más triste sea tu historia, más fuerte debe ser tu sonrisa"".",mientras triste historia fuerte debe ser sonrisa,0,1,0
3420,"""Las grandes historias nunca terminan.""",grandes historias nunca terminan,0,1,0
3421,"No pasa nada, pero pasan los días.",pasa pasan días,0,1,0
3422,"""Hagas lo que hagas, siempre habrá alguien que te critique.""",hagas hagas siempre alguien critique,0,1,0
3423,"""Quien revisa lo que no debe, se entera de lo que no quiere.""",revisa debe entera quiere,0,1,0
3424,Quiero intentarlo contigo hasta que nos salga bien.,quiero intentarlo contigo salga bien,0,1,0
3425,"""Me gustaría irme a vivir a mi imaginación, ahí siempre pasan cosas divertidas.""",gustaría irme vivir imaginación ahí siempre pasan cosas divertidas,0,1,0
3426,Hay silencios que dicen más que las palabras.,silencios dicen palabras,0,1,0
3427,"“La confianza no se pide, se gana.”",confianza pide gana,0,1,0
3428,"""Ver fotos antiguas y pensar en como las cosas han cambiado""",ver fotos antiguas pensar cosas cambiado,0,1,0
3429,"""Lo único imposible es aquello que no intentas."" Bob Marley",único imposible aquello intentas bob marley,0,1,0
3430,"""No pienses tanto, deja que la vida te sorprenda.""",pienses deja vida sorprenda,0,1,0
3431,"Que te quiera la familia de un amigo, es una de las mejores cosas que te puede pasar en la vida.",quiera familia amigo mejores cosas puede pasar vida,0,1,0
3432,"Cada dolor te hace más fuerte, cada traición más inteligente, cada desilusión más hábil, y cada experiencia más sabio.",cada dolor hace fuerte cada traición inteligente cada desilusión hábil cada experiencia sabio,0,1,0
3433,"""La distancia no significa nada cuando la persona significa todo.""",distancia significa persona significa,0,1,0
3434,Qué ganas más tontas de querer abrazarte.,ganas tontas querer abrazarte,0,1,0
3435,"""Estar con alguien que está orgulloso de tenerte.""",alguien orgulloso tenerte,0,1,0
3436,"""Si pensara menos, todo me iría mejor.""",si pensara menos iría mejor,0,1,0
3437,"""Quiero ser tu vida por el resto de la mía"".",quiero ser vida resto,0,1,0
3438,"""El Karma no es una venganza, es el reflejo de tus actos"".",karma venganza reflejo actos,0,1,0
3439,"""No existe falta de tiempo, existe falta de interés.""",existe falta tiempo existe falta interés,0,1,0
3440,La gente cambia y a menudo se convierten en las personas que dijeron que nunca serían.,gente cambia menudo convierten personas dijeron nunca,0,1,0
3441,"Yo no cambio por nadie, mejoro por quien lo merece.",cambio nadie mejoro merece,0,1,0
3442,"""Finges que no te importa, pero te mata por dentro.""",finges importa mata dentro,0,1,0
3443,"""La vida es muy corta para las excusas. Define tus metas y ve tras ellas.""",vida corta excusas define metas ve tras,0,1,0
3444,"""No esperes de mí, lo que yo no recibo de ti.""",esperes recibo,0,1,0
3445,"""Quédate con la persona que sin tocarte te haga sentir todo."" 3MSC",quédate persona tocarte haga sentir 3msc,0,1,0
3446,Nunca olvides de ser feliz.,nunca olvides ser feliz,0,1,0
3447,"""Quién te la hace riendo, te las pagará llorando.""",quién hace riendo pagará llorando,0,1,0
3448,"Llorar es feo pero llorar de la bronca o del cansancio que te causa haber aguantado muchas cosas, eso es lo peor que existe.",llorar feo llorar bronca cansancio causa haber aguantado muchas cosas peor existe,0,1,0
3449,Huye de las personas que apagan tu sonrisa.,huye personas apagan sonrisa,0,1,0
3450,"""Si callas es malo, si eres sincero es peor.""",si callas malo si sincero peor,0,1,0
3451,"""Las mejores personas llegan sin ser buscadas.""",mejores personas llegan ser buscadas,0,1,0
3452,"Sin ser tatuaje, marcaste mi vida para siempre.",ser tatuaje marcaste vida siempre,0,1,0
3453,"""Poco a poco la vida me enseña por quién debo luchar y a quién renunciar.""",vida enseña quién debo luchar quién renunciar,0,1,0
3454,"""Yo conozco muy bien mi propia historia, por lo tanto soy el único que puedo juzgarme, criticarme y aplaudirme cuando yo quiera.""",conozco bien propia historia único puedo juzgarme criticarme aplaudirme quiera,0,1,0
3455,"""No uses tus ojos para llorar por la persona equivocada: ¡úsalos para buscar a la persona correcta!""",uses ojos llorar persona equivocada úsalos buscar persona correcta,0,1,0
3456,"""Tener ahora mismo a kilómetros a quien quisieras tener a centímetros.""",tener ahora mismo kilómetros quisieras tener centímetros,0,1,0
3457,"""Nacímos para cometer errores, no para fingir ser una persona perfecta.""",nacímos cometer errores fingir ser persona perfecta,0,1,0
3458,"""Si una persona vuelve a tu vida para remediar el error que cometió, Entonces vale la pena.""",si persona vuelve vida remediar error cometió entonces vale pena,0,1,0
3459,"Te prometí un día que siempre voy a estar ahí en las buenas y en las malas, aunque tú no me hables ni yo a ti, esa promesa quedará...",prometí día siempre voy ahí buenas malas aunque hables promesa quedará,0,1,0
3460,"Me dijeron “confía"" cuando me estaban fallando.",dijeron confía fallando,0,1,0
3461,"“Odio acostumbrarme a hablar con una persona a toda hora, y cuando dejo de hacerlo siento que me falta algo.”",odio acostumbrarme hablar persona toda hora dejo hacerlo siento falta,0,1,0
3462,"""Tres cosas que nos impiden avanzar: orgullo, pena y miedo.""",tres cosas impiden avanzar orgullo pena miedo,0,1,0
3463,"""Una actitud puede matar las ganas de luchar por alguien.""",actitud puede matar ganas luchar alguien,0,1,0
3464,"""Ojalá que lo que estás buscando valga más de lo que estás perdiendo.""",ojalá buscando valga perdiendo,0,1,0
3465,"""No te nace, no lo hagas; no lo sientes, no lo digas; si prometes, cumple. Así de simple.""",nace hagas sientes digas si prometes cumple así simple,0,1,0
3466,Pasaron de hablar 24 horas al día a hablar una hora cada 24 días.,pasaron hablar horas día hablar hora cada días,0,1,0
3467,"""No pagues con la misma moneda, demuestra que eres mejor.""",pagues misma moneda demuestra mejor,0,1,0
3468,"""Sólo tú y yo sabemos lo que pasó y sigue pasando.""",sólo sabemos pasó sigue pasando,0,1,0
3469,"Te quiero, sin importar las peleas. 
Te quiero, sin importar la distancia. 
Te quiero, sin importar los demás.",quiero importar peleas quiero importar distancia quiero importar demás,0,1,0
3470,“Nunca dejes que la tristeza de tu pasado y el miedo a tu futuro arruine la felicidad de tu presente.”,nunca dejes tristeza pasado miedo futuro arruine felicidad presente,0,1,0
3471,"""Hay actitudes que duelen, cosas que confunden y orgullo que distancia.""",actitudes duelen cosas confunden orgullo distancia,0,1,0
3472,"Me encantas, ¿lo entiendes o te lo explico a besos?",encantas entiendes explico besos,0,1,0
3473,"""Cuando amas a alguien, aprendes a amar plenamente, no sólo las cosas buenas sino también las malas.""",amas alguien aprendes amar plenamente sólo cosas buenas sino malas,0,1,0
3474,"El amor no se encuentra, ni se espera, el amor se hace, se construye, se cultiva y se cuida como un tesoro.",amor encuentra espera amor hace construye cultiva cuida tesoro,0,1,0
3475,"Piensa en grande y tus hechos crecerán. 
Piensa en pequeño y te quedarás atrás.
Piensa que puedes y podrás.",piensa grande hechos crecerán piensa pequeño quedarás atrás piensa puedes podrás,0,1,0
3476,Solo recuerda que yo estuve allí cuando nadie más lo estuvo.,solo recuerda allí nadie,0,1,0
3477,"""A veces la tristeza se expresa con mal humor.""",veces tristeza expresa mal humor,0,1,0
3478,"“Jamás pagues con la misma moneda, demuestra que eres mejor persona.”",jamás pagues misma moneda demuestra mejor persona,0,1,0
3479,Algunas personas pasan por nuestra vida para enseñarnos a no ser como ellas.,personas pasan vida enseñarnos ser,0,1,0
3480,"""Me gustan los abrazos sin motivo.""",gustan abrazos motivo,0,1,0
3481,Las palabras duelen cuando te importa quién te las dice.,palabras duelen importa quién dice,0,1,0
3482,"""Mientras más lentos sean los besos, más rápido son los latidos.""",mientras lentos besos rápido latidos,0,1,0
3483,"""A mí el mal genio se me nota en la cara, en la forma de hablar, de mirar, de respirar y en las ganas de querer matar, pero en nada más.""",mal genio nota cara forma hablar mirar respirar ganas querer matar,0,1,0
3484,"El truco está en fingir que no te importa, aunque te estés muriendo por dentro.",truco fingir importa aunque muriendo dentro,0,1,0
3485,"""A veces es mejor no pensar en nada y dejar que las cosas pasen como deben de ser.""",veces mejor pensar dejar cosas pasen deben ser,0,1,0
3486,Yo también le hablo a mi perro como si me fuese a contestar :),hablo perro si contestar,0,1,0
3487,"""Arriésgate por todo aquello que te hace feliz.""",arriésgate aquello hace feliz,0,1,0
3488,"""Sólo existe un tiempo y una vida para amar y para ser feliz, ésta es tu vida y este es tu tiempo, no desperdicies un segundo.""",sólo existe tiempo vida amar ser feliz ésta vida tiempo desperdicies segundo,0,1,0
3489,Si no le hablaste al ventilador para escucharte la voz como un robot no tuviste infancia.,si hablaste ventilador escucharte voz robot infancia,0,1,0
3490,"""Nada como alguien que te quiera hasta cuando estás insoportable.""",alguien quiera insoportable,0,1,0
3491,Me comprometo a cambiarte las lágrimas por sonrisas.,comprometo cambiarte lágrimas sonrisas,0,1,0
3492,"""Si el camino es difícil, es porque vas en la dirección correcta.""",si camino difícil vas dirección correcta,0,1,0
3493,"Un día me vas a extrañar, vas a extrañar mis sms, mis chistes, mi risa, mi todo y lo mejor es que cuando ese día llegue, ya no te extrañaré.",día vas extrañar vas extrañar sms chistes risa mejor día llegue extrañaré,0,1,0
3494,"""La humildad no es una debilidad, es una fortaleza.""",humildad debilidad fortaleza,0,1,0
3495,"""Dicen que el que menos demuenstra es el que más siente."" Bob Marley",dicen menos demuenstra bob marley,0,1,0
3496,"A mí me hicieron mierda y acá sigo sin cagar a nadie, porque estar roto no te da derecho a romper.",hicieron mierda acá sigo cagar nadie roto da derecho romper,0,1,0
3497,"Un abrazo significa ""te necesito"". Un beso significa ""te amo"". Una llamada significa ""te extraño"".",abrazo significa necesito beso significa amo llamada significa extraño,0,1,0
3498,"Muchas veces creemos que la vida nos dice “no”, cuando en realidad solo nos dice “espera”.",muchas veces creemos vida dice realidad solo dice espera,0,1,0
3499,"""Te conocí como a cualquiera, sin buscar nada, y terminé queriéndote como a nadie, encontrándolo todo.""",conocí cualquiera buscar terminé queriéndote nadie encontrándolo,0,1,0
3500,"Si mi sonrisa mostrara el fondo de mi alma mucha gente al verme sonreír, lloraría conmigo.",si sonrisa mostrara fondo alma mucha gente verme sonreír lloraría conmigo,0,1,0
3501,"""Hay tres cosas en la vida que se van y no regresan jamás: las palabras, el tiempo y las oportunidades.""",tres cosas vida van regresan jamás palabras tiempo oportunidades,0,1,0
3502,La inseguridad te hace mierda la cabeza.,inseguridad hace mierda cabeza,0,1,0
3503,"Si pudiera regresar el tiempo, te diría todo lo que callé.",si pudiera regresar tiempo diría callé,0,1,0
3504,Hay recuerdos que consevaré para mi y aunque te vayas no dejaré que te los lleves.,recuerdos consevaré aunque vayas dejaré lleves,0,1,0
3505,"En la vida no perdemos amigos, solo descubrimos quienes son los verdaderos.",vida perdemos amigos solo descubrimos verdaderos,0,1,0
3506,“A mí también me gustaría volver al pasado y cambiar algo.”,gustaría volver pasado cambiar,0,1,0
3507,"""Si no luchas por lo que quieres, nadie lo va a hacer por ti.""",si luchas quieres nadie va hacer,0,1,0
3508,"""Entre un choque de miradas, una sonrisa es el mejor accidente.""",choque miradas sonrisa mejor accidente,0,1,0
3509,"Tienes un ""no sé que"", que me pone ""no sé como""...",sé pone sé,0,1,0
3510,"Se piensan.
Se quieren.
Se adoran.
Se desean.
Se necesitan.
No están juntos.",piensan quieren adoran desean necesitan juntos,0,1,0
3511,"El tiempo te da las opciones, pero tú tomas las decisiones.",tiempo da opciones tomas decisiones,0,1,0
3512,"""No tengo todo lo que quiero, pero quiero todo lo que tengo.""",quiero quiero,0,1,0
3513,"Se ríen de mi por ser diferente, yo me río de ellos por ser todos iguales.",ríen ser diferente río ser iguales,0,1,0
3514,"""Mirar al cielo y sonreír por que alguien te cuida.""",mirar cielo sonreír alguien cuida,0,1,0
3515,"Donde hay amor, no hay mentiras.",amor mentiras,0,1,0
3516,"""Donde hay soberbia, habrá ignorancia; pero donde hay humildad, habrá sabiduría.""",soberbia ignorancia humildad sabiduría,0,1,0
3517,Me importa más la compañía que el plan.,importa compañía plan,0,1,0
3518,"""La confianza es lo más difícil de conseguir y lo más fácil de perder.""",confianza difícil conseguir fácil perder,0,1,0
3519,"Olvídate de todo, menos de ser feliz.",olvídate menos ser feliz,0,1,0
3520,El orgullo siempre termina matando sentimientos.,orgullo siempre termina matando sentimientos,0,1,0
3521,"""La humildad no es ser pobre, es ser una persona honesta y sencilla, que no tenga amigos por el dinero, si no, por lo que son.""",humildad ser pobre ser persona honesta sencilla amigos dinero si,0,1,0
3522,"""Y cuando menos esperas, las cosas buenas llegan.""",menos esperas cosas buenas llegan,0,1,0
3523,"""El perdón no se le niega a nadie, pero la confianza nunca se recupera.""",perdón niega nadie confianza nunca recupera,0,1,0
3524,"""Un Príncipe no es aquel que tiene un palacio y mucha fortuna, sino aquel que te respeta, te protege y te quiere.""",príncipe aquel palacio mucha fortuna sino aquel respeta protege quiere,0,1,0
3525,"""Cuando te vuelves frío las personas empiezan a valorar quien eras antes.""",vuelves frío personas empiezan valorar,0,1,0
3526,"No pienso en otra cosa, solo pienso en tu boca con mi boca.",pienso cosa solo pienso boca boca,0,1,0
3527,"""Las casualidades no existen. Todo pasa por algo.""",casualidades existen pasa,0,1,0
3528,"""Ser fiel es una cuestión de actitud, no de obligación.""",ser fiel cuestión actitud obligación,0,1,0
3529,"""Más vale pasos cortos, pero firmes que pasos largos e inseguros.""",vale pasos cortos firmes pasos largos inseguros,0,1,0
3530,"Fingir que no duele, duele el doble.",fingir duele duele doble,0,1,0
