,Texto,Noticia,Frase/Pensamiento,Microficción
2996,"Rompe Juventus racha invicta de AC Milan | Fotonota
https://t.co/OoeOrgkzbZ https://t.co/oyn1yPGmvQ",1,0,0
2997,#Deportes: Mauricio Pochettino se une al equipo de Covid-19 | Video https://t.co/jDV50BCXV4 https://t.co/aTlm1ilqwz,1,0,0
2998,"Tenemos la salida de Donald Trump y tenemos a la primera vicepresidenta de EE.UU. Hay una condición atípica de la ceremonia por la pandemia, así como por el gran número de elementos resguardando la seguridad de la ceremonia, en palabras de @GERONIMO__GF 👉 https://t.co/Cboea0QgZe https://t.co/Xv8kmRMKIA",1,0,0
2999,"Vacunan a automovilistas atrapados en nevada en Oregon, EU
https://t.co/knpOS62QHj https://t.co/hpDpW7fReZ",1,0,0
3000,Que ganas de no escuchar la palabra coronavirus nunca mas en la vida.,0,1,0
3001,Por salud mental a veces es mejor no saber nada.,0,1,0
3002,https://t.co/U0q1I3Wxj3,0,1,0
3003,Somos lo que damos. https://t.co/A9GbJwoGEw,0,1,0
3004,Verte triunfar. https://t.co/68v6KEJDkm,0,1,0
3005,"""Conozco muy bien mi propia historia, por lo tanto, soy el único que puedo juzgarme, criticarme y aplaudirme cuando yo quiera.""",0,1,0
3006,Tu mamá te lo dice y el tiempo te lo confirma.,0,1,0
3007,Sanar. Aprender. Crecer. Seguir,0,1,0
3008,"No saben ni la mitad, y hablan el doble.",0,1,0
3009,"Se nos olvida que la vida es un ratito, que las personas no son eternas y que las oportunidades se acaban. Digan, hagan y quieran todo lo que puedan hoy, porque tal vez mañana ya no se pueda.",0,1,0
3010,"No sé obliga a nadie a qué te escuche, a qué te dedique su tiempo, a qué se quede. No se obliga a nadie a qué te quiera con la misma intensidad que quieres tú, porque las acciones valen más cuando las hacen por iniciativa propia y no por obligación.",0,1,0
3011,El error más común es suponer en vez de preguntar.,0,1,0
3012,"Elige primero tu salud mental, y después a alguien que te ayude a cuidarla.",0,1,0
3013,Tener la posibilidad de joder a quién nos jodió y no hacerlo. Eso es lo que distingue de la gente buena a la gente mala.,0,1,0
3014,Merezco mucho. https://t.co/FFu5Kk6xBg,0,1,0
3015,"Se debe diferenciar entre una persona fría y una desinteresada. La fría no puede decir palabras bonitas pero hará actos de amor. La desinteresada no te dará palabras bonitas, ni actos y además te dirá “yo soy así”. Ya basta de rebajarse por gente que no lo merece.",0,1,0
3016,Qué rápido se le olvida a la gente todo lo que un día hiciste por ellos.,0,1,0
3017,La delgada línea entre querer salir de una duda pero al mismo tiempo no querer tocar el tema.,0,1,0
3018,"Cuando maduras no le temes al compromiso, le temes es a perder tu tiempo.",0,1,0
3019,"Que ganas de salir a caminar con alguien y hablar de la vida, no pido tanto.",0,1,0
3020,"Con el tiempo se aprende a querer más, pero a menos gente.",0,1,0
3021,https://t.co/N40m47BYLx,0,1,0
3022,Jamás. https://t.co/6KKtFgLM3P,0,1,0
3023,"Consejo: 
No te emociones hasta que suceda.",0,1,0
3024,Volvería al colegio solo por la cantidad de veces que me reía.,0,1,0
3025,Tiempo al tiempo🌱 https://t.co/FZXFjWcR6X,0,1,0
3026,https://t.co/t2YTkb0JLD,0,1,0
3027,"Elige primero tu salud mental, y después a alguien que te ayude a cuidarla.",0,1,0
3028,"""Del otoño aprendí que aunque las hojas caigan, el árbol sigue de pie.""",0,1,0
3029,Recuerden lavarse las manos y no meterse en lo que no les importa.,0,1,0
3030,https://t.co/dIXeY17dMd,0,1,0
3031,Si vas a pedir perdón es para no repetirlo.,0,1,0
3032,"""La clave está en encontrar a alguien con quien aburrirse sea divertido.""",0,1,0
3033,"Donde se hablan y se aclaran las cosas para el bien de ambas personas, ahí es.",0,1,0
3034,"""Preocúpate más por tu conciencia que por tu reputación; tu conciencia es lo que eres, tu reputación es lo que otros piensan que eres.""",0,1,0
3035,"El corazón no es de quién lo rompe, es de quién lo arma.",0,1,0
3036,Que bonito! https://t.co/6iCRCxh8sc,0,1,0
3037,Quisiera meter a mi mamá en una cajita de cristal y que nunca le pase nada.,0,1,0
3038,A veces la gente no se da cuenta del esfuerzo que haces para estar bien con ellos cuando no puedes ni contigo.,0,1,0
3039,Dale tiempo al tiempo... https://t.co/g4Y2BsYYTu,0,1,0
3040,"""No te des por vencido, lo bueno puede venir más pronto de lo que piensas.""",0,1,0
3041,Los que somos de risa fácil somos también de lágrima fácil.,0,1,0
3042,Es mentira. https://t.co/uryT0bIzvD,0,1,0
3043,"Quédate con quien te cele poquito, te consienta mucho, te cuide bastante y te ame demasiado.",0,1,0
3044,"""Vive la vida, disfruta el momento y a la mierda lo que diga el resto.""",0,1,0
3045,"Lo inesperado, es lo mejor que te puede pasar.",0,1,0
3046,"Mi soltería es tan linda, tan sana y tan tranquila que solo quiero dejarla por alguien que realmente valga la pena.",0,1,0
3047,"Este año aprendí que hasta la persona más cercana puede pisarte, que ese amigo incondicional puede dejar de serlo en 10 minutos, que te pueden cambiar por cualquiera que se les cruce, que la persona menos esperada puede ser la mejor y que amigos de verdad son muy pocos.",0,1,0
3048,"Si no me lo dejas claro, saco mis propias conclusiones.",0,1,0
3049,"La distancia no separa, el desinterés sí.",0,1,0
3050,La gota que derramó el vaso💜 https://t.co/RadjlrkhF4,0,1,0
3051,"""Cada persona que conoces está peleando en una batalla de la que no sabes nada. Sé amable. Siempre"". 
- Robin Williams. https://t.co/MqY5y3nuIU",0,1,0
3052,La paz mental comienza cuando tomas la decisión de romper vínculos que no suman en tu vida.,0,1,0
3053,¿Vengarse? ¿Para qué? la gente mala se destruye sola.,0,1,0
3054,"Concéntrate en ti, en cumplir tus metas, en hacer lo que te gusta, y si alguien aparece y quiere caminar junto a ti, pues está bien, y si es lo contrario, pues adelante sigue haciéndolo sin esa persona. El secreto está en no complicarte la vida por nadie.",0,1,0
3055,Me parece un detallazo que te enseñen o dediquen canciones.,0,1,0
3056,"""Lucha siempre por tu felicidad y deshazte de todo lo que te impida salir adelante.""",0,1,0
3057,"""Para que una herida sane hay que dejar de tocarla.""",0,1,0
3058,"Me gusta estar rodeado de gente sana, que no juzga y se ríe de todo.",0,1,0
3059,Te sobró miedo y te faltó amor. Por eso lastimaste a quien te intentó levantar.,0,1,0
3060,¿Sabes qué es lo más triste de una traición? Que nunca viene de un enemigo.,0,1,0
3061,"La magia de conectar, y la suerte de coincidir.",0,1,0
3062,https://t.co/VdMz5dTVeo,0,1,0
3063,"No te alejas nunca de lo que te hace bien y te llena de ganas. Amor no es donde vuelves, es de donde nunca te vas, estés donde estés.",0,1,0
3064,Lo que me haga bien y no te haga mal. Lo que te haga reír y no me haga llorar. Lo que me brinde paz y no te quite la calma. Lo que te sume y no me reste. Lo que nos haga felices sin provocarle daño a los demás. Eso. Sólo eso. Todo eso.,0,1,0
3065,Hagamos las cosas con amor y por amor.,0,1,0
3066,La única vez que hay que mirar atrás en la vida es para ver lo lejos que hemos llegado.,0,1,0
3067,"¡Haz el bien!
Se devolverá a ti de formas inesperadas.",0,1,0
3068,Los besos en el cuello son lo mejor que existe.,0,1,0
3069,"Nunca se arrepientan de tener un buen corazón, todo lo bueno vuelve y multiplicado.",0,1,0
3070,“Yo me entero de todo. Que no te lo diga es diferente.”,0,1,0
3071,"No necesito que sea fácil, solo necesito que sea posible.",0,1,0
3072,Que peligrosos nuestros pensamientos. https://t.co/WAVC80FLRI,0,1,0
3073,"Que confíe en ti, que te cuide y se preocupe por ti, que se disculpe cuando cometa un error, que siempre sea detallista y no en lo material, que tenga un lado cursi y un lado pervertido, que te haga sonreír siempre, que te respete y apoye en las buenas y en la malas. Eso es amor.",0,1,0
3074,https://t.co/FspfZXYjlk,0,1,0
3075,"Nunca se dejen llevar por el pasado de una persona. Si la quieres, la vas a conocer tú, a tu manera, desde tu perspectiva y no de bocas ajenas.",0,1,0
3076,Cada quien ofrece lo que tiene en su corazón.,0,1,0
3077,Ojalá pudieras leerme la mente y ver todo lo que no sé decirte.,0,1,0
3078,"La verdad duele, la mentira mata… pero la duda, tortura.",0,1,0
3079,Es cuidarse! https://t.co/sKvftJFtGD,0,1,0
3080,"“Vivir riendo, eso es vida.”",0,1,0
3081,Un beso al cielo por esa persona que nos dejó un vacío inmenso pero nos manda fuerza para seguir de pie.,0,1,0
3082,"Tardo 0,1 en desmotivarme cuando veo actitudes o algo que no me gusta.",0,1,0
3083,"Una persona que te quiere, no te hace daño sin querer.",0,1,0
3084,https://t.co/TBam284V8t,0,1,0
3085,"Aprendan a ver películas solos, a comer solos, dormir solos y a salir de sus crisis existenciales solos. No siempre habrá un amigo, una pareja o alguien.",0,1,0
3086,"Cuando una persona está enojada, todavía estás a tiempo, pero cuando esta cansada ya es tarde.",0,1,0
3087,"Consejo DEJEEEEEEEN IRRRRRRRRR, sufran, lloren, bla bla... DESPUÉS LLEGAN TANTAS COSAS BUENAS que dicen porque estaba mal por eso, y son felices, dedíquense a ustedes. ¡AMOR PROPIO, MUUUUUCHO AMOR PROPIO!",0,1,0
3088,"No creo que el “amor de tu vida” sea con quien has terminado 14 veces, tampoco creo que sea quien te ha dejado por irse con alguien más, ni mucho menos, quien regreso contigo después de que no funciono con la otra persona.",0,1,0
3089,"Exploten de amor y sean intensos, porque el desinterés solo llega alejar a las personas.",0,1,0
3090,"Te quiero a ti con todo incluido: tus defectos, tu pasado, tus errores, tu sonrisa, tus bromas, tu sarcasmo, tus celos, tus enojos.",0,1,0
3091,"""Aprendí que el mejor regalo que alguien te puede hacer es dedicarte su tiempo, escucharte, preocuparse por ti y que te ayude a no rendirte""",0,1,0
3092,Quien te conoce bien sabe que te pasa algo aunque se lo niegues.,0,1,0
3093,Me di cuenta que nosotros mismos rompemos nuestro propio corazón al esperar que nos den todo lo que damos.,0,1,0
3094,"Respira hondo, date una ducha larga, limpia tu cuarto, escucha música bajito, mira una película, tomate un tiempo y amigate contigo mismo.",0,1,0
3095,"Estabilidad y seguridad, alguien que te haga sentir tan cómodo que no dudes si te quieren o no.",0,1,0
3096,"Y, de repente, lo entiendes y sanas. No es el otro que te decepcionó, fuiste tú que lo idealizaste de más. Y, ahí, justo ahí, te permites irte en paz.",0,1,0
3097,"Las relaciones no son fáciles, tienes que construir, no irte.",0,1,0
3098,"Lo que tenga que volver, volverá.",0,1,0
3099,"""Tiempo al tiempo, todo llega en su momento.""",0,1,0
3100,"Mi mamá una vez me dijo: lo que uno no habla, lo llora. Y cuanta razón tiene.",0,1,0
3101,"Siempre quédate en los lugares que te hagan sentir algo. No hablo solo de amor, hablo de paz, tranquilidad, emoción... que te hagan sentir vivo. Donde te marchites ya no, ya nunca.",0,1,0
3102,La paz mental comienza cuando tomas la decisión de romper vínculos que no suman en tu vida.,0,1,0
3103,"“No confundas mi personalidad, con mi actitud; mi personalidad es quien soy, mi actitud depende de quién seas tú.”",0,1,0
3104,Dios tiene el poder de cambiar cualquier situación.,0,1,0
3105,"Soy celoso, lo sé; tengo mil defectos, lo sé; pero tengo una gran virtud: cuando digo ""te quiero"", lo digo en serio.",0,1,0
3106,"Los débiles toman venganza, los fuertes perdonan y los inteligentes ignoran.",0,1,0
3107,"""Lo bueno tarda en llegar, porque lo que fácil llega, fácil se va.""",0,1,0
3108,"Mi madre es la persona que más sonrisas mías se merece, y al final es la que peores caras siempre se lleva.",0,1,0
3109,"Jamás te llamaría error ni por orgullo, no después de tantas sonrisas.",0,1,0
3110,"Así es la vida, a veces son sonrisas, a veces son lágrimas.",0,1,0
3111,"No hay que odiar, ni desearle el mal a nadie, en esta vida todo lo que das, vuelve.",0,1,0
3112,"""El tiempo siempre pone todo en su lugar.""",0,1,0
3113,"No me arrepiento de nada, pero sí me hubiera gustado haber tomado mejores decisiones en algún momento de mi vida.",0,1,0
3114,"Llevar un anillo, pulsera o collar que te han regalado es como llevar contigo a la persona que te lo regaló siempre.",0,1,0
3115,"""A veces callar también es la manera de decir muchas cosas.",0,1,0
3116,"Ya estamos en agosto, ya solo faltan 20 sábados para Navidad.",0,1,0
3117,Soy de esas personas que hasta en su peor momento harían lo que fuese por hacer sonreír a quien quieren.,0,1,0
3118,"""A veces no tenes ganas de decir que estás mal, ni explicar qué te pasa. Solo quieres que alguien lo note y sin decir nada, te abrace fuerte.""",0,1,0
3119,"""Sonríe como si nunca te hubieran lastimado.""",0,1,0
3120,Ser una persona insegura te destroza la cabeza.,0,1,0
3121,Querer decir tanto y saber que es mejor no decir nada.,0,1,0
3122,"No es decirlo, es demostrarlo.",0,1,0
3123,Elimina de tu vida todo aquello que te cause estrés y te quite la sonrisa.,0,1,0
3124,"""La herida que más cuesta sanar viene de quien dijo que nunca te la iba a causar.""",0,1,0
3125,"""Ríe, y el mundo reirá contigo. Llora, y llorarás solo.""",0,1,0
3126,En la vida hay tiempo para todo... menos para rendirse.,0,1,0
3127,"""La confianza se gana con mil acciones y se pierde con tan solo una.""",0,1,0
3128,Lucha por todo aquello que te saque una sonrisa.,0,1,0
3129,Algunas personas pasan por nuestra vida para enseñarnos a nunca ser como ellas.,0,1,0
3130,"""Es mejor aprender juntos, que sufrir separados.""",0,1,0
3131,"""Mirar al cielo y sonreír porque alguien te cuida.""",0,1,0
3132,Algún día a mí se me va a dar.,0,1,0
3133,"""A veces somos buenos con las personas equivocadas.""",0,1,0
3134,"Estoy cambiando muy poquito a poco, pero estoy cambiando.",0,1,0
3135,"Quédate con quien, cuando haya problemas, se siente contigo y te diga: ""Vamos a arreglar esto"", en lugar de portarse como unos niños e ignorarse.",0,1,0
3136,"""No te tomes la vida tan en serio. Corre, baila, grita, disfruta. Al final nadie saldrá vivo de ella."" Bob Marley",0,1,0
3137,"""Te das cuenta que has madurado, cuando no quieres tener problemas con nadie, cuando no te importa lo que digan de ti, cuando lo único que quieres es ser feliz y que no te estén chingando la vida.""",0,1,0
3138,"“Lo que tenga que volver, volverá.”",0,1,0
3139,"La vida es tan buena maestra que si no aprendes la lección, te la repite.",0,1,0
3140,"Hoy te extrañé, me hiciste falta. No quiero decírtelo pero aquí te lo escribo por si el destino quiere que lo leas.",0,1,0
3141,“Y lloré sin saber que la vida me estaba haciendo un favor.”,0,1,0
3142,Con el tiempo te das cuenta que no estás obligado/a a aguantarlo todo. Que la paciencia tiene limites y que la vida está hecha para ser disfrutada y no soportada.,0,1,0
3143,"Sólo quiero tres cosas: verte, abrazarte y besarte.",0,1,0
3144,"Tu actitud, justifica la mía.",0,1,0
3145,"""Momentos que duran segundos pero puedes estar horas y horas pensando en ellos.""",0,1,0
3146,"Lo que toca el alma, no se olvida.",0,1,0
3147,"""El peor error de un hombre es pensar que una mujer enamorada siempre lo estará, sin importar lo que él haga.""",0,1,0
3148,"""No creas en quien dice quererte, sino en quien lucha por tenerte.""",0,1,0
3149,"Coincidir es un lujo, pero conectar es algo superior.",0,1,0
3150,"""A veces es mejor respirar profundo y quedarse callado.""",0,1,0
3151,"""Ir caminando por la calle y sonreír por un recuerdo.""",0,1,0
3152,Y me despedí sabiendo que no quería irme.,0,1,0
3153,"Si me ignoras, te voy a ignorar. Si no empiezas la conversación, no vamos a hablar. Si no haces un esfuerzo, ¿por qué debería yo hacerlo?",0,1,0
3154,"Me dolió, pero aprendí algo nuevo: a no confiar demasiado, a no dar tanto cariño y a ser consciente de que siempre habrá una mentira.",0,1,0
3155,Enamórate de alguien que vuelva a ti después de las peleas y no de alguien que el orgullo domine.,0,1,0
3156,A veces... https://t.co/rrBbceer60,0,1,0
3157,"""Nunca te arrepientas de algo que te hizo feliz""",0,1,0
3158,No critiques lo que no te tocó vivir ni sentir.,0,1,0
3159,"""Ella decía que tenía miedo de enamorarse, pero de lo que tenía miedo era de que le hicieran daño"".",0,1,0
3160,"""Me gustaría saber lo que realmente sientes por mi.""",0,1,0
3161,Me encanta cuando estoy feliz sin ninguna razón.,0,1,0
3162,"""Hay momentos en los que ni tú sabes cómo te sientes.""",0,1,0
3163,"Fácil no es, imposible tampoco.",0,1,0
3164,"Quédate toda la vida con esa persona que en los momentos difíciles te susurre al oído: ""No me arrepiento de estar contigo"".",0,1,0
3165,"""Nunca te arrepientas de algo que valió la pena.""",0,1,0
3166,"“La vida no te enseña a ser fuerte, te obliga a serlo.”",0,1,0
3167,No espero nada de nadie pero a la vez quiero que alguien me sorprenda.,0,1,0
3168,"Sin locura, no existe la felicidad.",0,1,0
3169,"Nunca basta sólo con pedir disculpas, tienes que cambiar.",0,1,0
3170,"""Hay fechas que jamás se olvidan.""",0,1,0
3171,“Arriésgate por todo aquello que te haga feliz.”,0,1,0
3172,No me arrepiento de las cosas que he hecho. Me arrepiento de las cosas que no hice cuando tuve la oportunidad.,0,1,0
3173,"""Nada mejor que tener a alguien que te haga olvidar todos los problemas.""",0,1,0
3174,"""Te valora más una persona que no te puede tener, a una persona que ya te tiene.""",0,1,0
3175,Normalicen ser directos y decir las cosas como son.,0,1,0
3176,"Ojalá que estos últimos días del año te muestren una mejor cara, que algo lindo te suceda. Que los motivos de risa sean suficientes para dejar de lado las penas. Que los malos momentos se conviertan en enseñanzas. Que seas un poco más feliz, que vivas en calma.",0,1,0
3177,"Con ganas de escucharte.
Con ganas de verte.
Con ganas de quererte.
Con ganas de tomarte de la mano.
Con ganas de ti.",0,1,0
3178,"""Aprendí que el mejor regalo que alguien te puede hacer es dedicarte su tiempo, escucharte, preocuparse por ti y que te ayude a no rendirte""",0,1,0
3179,"—Tengo miedo. 
—¿De qué? 
—De que te canses de mí. 
—¿Tú te cansas de respirar? 
—No. 
—Pues es lo mismo.",0,1,0
3180,"Me enseñaron a pedir perdón, decir gracias y a no lastimar a nadie.
Parecía algo normal, pero me di cuenta que son valores que muy pocos tienen.",0,1,0
3181,"A veces no estoy bien, pero sonrío.",0,1,0
3182,https://t.co/nmSNsv9gbO,0,1,0
3183,"Mi mamá me dijo una vez: ""Cada vez que lo perdones, él te querrá un poco más; pero tú lo dejas de querer. Así que el día que él más te ame, tú ya no sentirás nada por él”",0,1,0
3184,Soy muy fan de las personas que siempre saludan con una sonrisa.,0,1,0
3185,"""Mirar al cielo y sonreír porque alguien te cuida.""",0,1,0
3186,"Prohibido rendirse, respira hondo y sigue.",0,1,0
3187,No sé si hago lo correcto o lo incorrecto sólo sé que hago todo lo posible por ser feliz.,0,1,0
3188,"Que estos últimos 5 días del 2020, te suceda algo muy lindo que te haga sentir que este año valió la pena.",0,1,0
3189,POR FAVOR... https://t.co/ahbIdtHrcf,0,1,0
3190,"Cuando existen las ganas, todo se puede.",0,1,0
3191,"""No te rindas, si todo fuera fácil cualquiera lo haría.""",0,1,0
3192,El “ te veo bien “ de una amiga que te vio echa pedazos es lo mejor sin dudas♥️,0,1,0
3193,“Ella es fuerte. Ella es una guerrera. Ella es mi madre.” Bob Marley,0,1,0
3194,"A veces no estoy bien, pero sonrío.",0,1,0
3195,"Necesito verte, necesito que me sonrías, necesito que me abraces, necesito que me beses, necesito que estés ahí, necesito que me necesites.",0,1,0
3196,"“Miro, me duele, me callo y sonrío.”",0,1,0
3197,https://t.co/Wvnt7NnB1e,0,1,0
3198,"Te quiero aquí conmigo, no en mi mente.",0,1,0
3199,"""A veces esperamos demasiado de otras personas, solo porque nosotros estaríamos dispuestos a hacer mucho más por ellos.""",0,1,0
3200,"No me entiendo. Estoy bien, me río y me divierto, pero en el fondo siento un vacío que no desaparece aunque esté riendo a carcajadas.",0,1,0
3201,“Todo llega para el que sabe esperar.”,0,1,0
3202,“Dicen que las cosas suceden por alguna razón.”,0,1,0
3203,"Como dice el fotógrafo, sonría y levante la cara.",0,1,0
3204,"Reglas de la vida: 

• No prometas lo que no vas a cumplir. 

• No enamores cuando no amas. 

• No digas “Ok” cuando te dicen “te amo”.",0,1,0
3205,"""Piensa en lo que vas a perder antes de actuar.""",0,1,0
3206,"Sin un poco de locura, no hay felicidad.",0,1,0
3207,“Pedir disculpas no siempre significa que estás equivocado Solo significa que valoras tu relación más que tu ego.”,0,1,0
3208,A veces es mejor respirar profundo y quedarse callado.,0,1,0
3209,"""Vamos a reírnos de todo, porque la tristeza no se cura con mas tristeza."" - Bob Marley",0,1,0
3210,“Soy de los que se ríen en los momentos serios.”,0,1,0
3211,"Muchas veces las personas no se dan cuenta de todo lo que hacemos por ellas, hasta que dejamos de hacerlo.",0,1,0
3212,"""Nunca digas nunca, la vida da mil vueltas.""",0,1,0
3213,"Una actitud cambia todo, acaba todo o inicia algo.",0,1,0
3214,"""Espera de mí, lo que recibo de ti.""",0,1,0
3215,"""Para mi nunca va a existir una mejor mamá que la que me tocó, la elegiría en mil vidas más.""",0,1,0
3216,"""Lo vivido juntos no nos lo quita nadie.""",0,1,0
3217,Quiérete y suelta a quien te soltó,0,1,0
3218,“Se vive mejor sin esperar nada de nadie.”,0,1,0
3219,"""Lo fácil aburre, lo difícil atrae, lo imposible obsesiona.""",0,1,0
3220,"""Perdí mi dignidad al mandarte ese último mensaje, pero tú perdiste a alguien que no le importó perder la dignidad con tal de no perderte",0,1,0
3221,"""Prefiero pensar mal, y sorprenderme, que pensar bien, y decepcionarme.""",0,1,0
3222,La distancia solo aumenta el deseo de reencontrarse.,0,1,0
3223,Todo llega para quien sabe esperar.,0,1,0
3224,"Un mensaje que diga ""Aunque no hablemos, te pienso y te extraño"".",0,1,0
3225,"La cuarentena también te enseña que quien de verdad está en tu vida, está, esté donde esté.",0,1,0
3226,Se vive mejor sin esperar nada de nadie.,0,1,0
3227,"Lo que quiero contigo, no lo quiero con nadie más.",0,1,0
3228,Quiero que llegue ya ese día en el que pueda decir: Valió la pena esperar.,0,1,0
3229,"""Ni en un día se quiere, ni en dos se olvida.""",0,1,0
3230,https://t.co/CsRUBxt4W2,0,1,0
3231,"""Nunca le fallen a una persona que te quiere de verdad, al paso de los años te darás cuenta que nunca se encuentra a la misma persona dos veces en la vida.""",0,1,0
3232,Cinco minutos más no se desean con cualquiera.,0,1,0
3233,Es más fácil disimular la tristeza que los celos.,0,1,0
3234,"""Hay un tipo de tristeza que no te hace llorar. Es cómo una pena que te vacía por dentro y te deja pensando en todo y en nada a la vez, cómo si ya no fueras tú, cómo si te hubieran robado una parte del alma.""",0,1,0
3235,"""Quien te hace daño es quien al final te necesita.""",0,1,0
3236,"""Los celos aparecen cuando realmente te importa alguien.""",0,1,0
3237,"“La primera vez que te vi, honestamente no sabía que ibas a ser tan importante.”",0,1,0
3238,"Lo que tenga que volver, volverá.",0,1,0
3239,"Vivir riendo, eso es vida.",0,1,0
3240,"Página 1 de 365 🍃 Valora lo que tienes,  supera lo que te duele y lucha por lo que quieres.",0,1,0
3241,No sé si cambiaste o nunca te conocí bien.,0,1,0
3242,A veces hay que tomar decisiones que duelen al corazón pero tranquilizan el alma.,0,1,0
3243,"""Una vez que te lastiman, cambias.""",0,1,0
3244,A veces la vida da un giro inesperado en la dirección correcta,0,1,0
3245,La diferencia entre el el bueno y el malo es que el bueno sabe reconocer cuando ha sido malo y el malo vive su vida pensando que es bueno y además se justifica.,0,1,0
3246,"""Dormir para no pensar, callar para no gritar, reì­r para no llorar y olvidar para no sufrir.""",0,1,0
3247,"A veces para tenerlo todo, hay que aprender a vivir sin nada.",0,1,0
3248,Tu misma eres culpable de tus desilusiones por crear altas expectativas en personas muy básicas.,0,1,0
3249,"Una persona que ríe a diario no es por que siempre le vaya bien, sino, porque aprendió que debe sonreír en las buenas y en las malas.",0,1,0
3250,Te dicen que ''cambiaste'' solo porque ahora los tratas como en realidad se merecen.,0,1,0
3251,"Nunca digas nunca, la vida da mil vueltas.",0,1,0
3252,"Lo que es para tí, nadie te lo quita.",0,1,0
3253,"""Ver una fotografía, y desear poder revivir el momento una y otra vez.""",0,1,0
3254,"Bloquear personas, ocultar estados, silenciar historias y dejar de seguir perfiles en redes sociales, te da paz y no es inmadurez, es inteligencia emocional.",0,1,0
3255,Tarde o temprano se acaba notando cuando le importas a alguien y cuando no.,0,1,0
3256,"VALOREN a la gente buena, NO la usen, NO abusen. Porque la gente que no reclama, esa que parece tener aguante infinito, un dia también se harta y no vuelve más.",0,1,0
3257,Quiero salir de dudas pero tampoco quiero tocar el tema.,0,1,0
3258,"""Si algo me queda claro es que también puedes amar en silencio, extrañar sin gritarlo, enamorarte sin contarlo y ser feliz sin publicarlo.""",0,1,0
3259,"Ser inteligente es también disfrutar la soledad, y no llenarla con cualquiera.",0,1,0
3260,"""Besos, abrazos, peleas, sonrisas, tristezas, pero contigo.""",0,1,0
3261,"""Mi mejor venganza sera ignorar, no odiar.""",0,1,0
3262,"No hay que disfrazar ni ocultar lo que sentimos, hay que decirlo tal como lo pensamos.",0,1,0
3263,"""Se bueno y llorarás. Se malo y llorarán por ti.""",0,1,0
3264,"Si algún día me necesitas, háblame. No importa todo lo que haya pasado. Yo voy a estar.",0,1,0
3265,Sonreír siempre va a ser más fácil que explicar por qué estás triste.,0,1,0
3266,A veces hay que aceptar que algunas cosas nunca van a volver a ser como eran antes.,0,1,0
3267,"Quien te ama no huye de ti, escapa contigo.",0,1,0
3268,"“Nunca te des por vencido, las grandes cosas llevan tiempo.”",0,1,0
3269,"Cuando quieres tanto a alguien, es inevitable no sentir miedo a perderlo.",0,1,0
3270,"Si antes hubiera tenido la mentalidad que tengo hoy, no habría cometido los errores que cometí, pero la mentalidad que tengo hoy es gracias a los errores que cometí, ¿ves?
""Los errores sirven para aprender, si no te equivocas no aprendes y si no aprendes, simplemente no creces"".",0,1,0
3271,"No necesitas demasiadas personas para ser feliz, tan sólo a las personas reales que te aprecian por lo que eres.",0,1,0
3272,"""El perdón llega cuando los recuerdos ya no duelen.""",0,1,0
3273,"""A pesar de tanta mierda, siempre hay razones para ser feliz.""",0,1,0
3274,"""Estar destrozado y no decirle a nadie.""",0,1,0
3275,"""Quiero que llegue ya ese día en el que pueda decir: Valió la pena esperar.""",0,1,0
3276,Que nunca nos falten esas personas a las que vamos cuando no sabemos a dónde ir.,0,1,0
3277,"Extraño lo que un día fuimos, y me duele ver lo que hoy en día somos.",0,1,0
3278,¿Sabias que tu mamá reconoce los falsos amigos y los falsos amores antes que tú?,0,1,0
3279,"""Y si me dan la oportunidad de pedir tres deseos, te pido tres veces""",0,1,0
3280,"""Un gran error es arruinar el presente, recordando un pasado que ya no tiene futuro.""",0,1,0
3281,"“Y hasta la persona que crees diferente, te decepciona.”",0,1,0
3282,"""Vale la pena esperar, por lo que vale la pena tener.""",0,1,0
3283,"No me gusta extrañar porque significa que me acostumbré a alguien, y acostumbrarse a una persona es lo peor del mundo cuando se aleja.",0,1,0
3284,"Confieso que aunque no debería, no dejo de pensar en la posibilidad.",0,1,0
3285,"""Tiempo al tiempo, todo llega en su momento.""",0,1,0
3286,"""Cada verano tiene su historia.""",0,1,0
3287,"Llega un momento en la vida donde necesitas detenerte, ver dónde estás, mirar hacia donde quieres ir y dejar atrás aquello que te atrasa.",0,1,0
3288,"22 de Julio:

Todos te dicen el típico “aprender a soltar”, pero se nos olvida que también hay que sostener, reparar, cuidar, amar y no salir huyendo cuando todo se complica.",0,1,0
3289,“Y si le importas hará de todo para estar bien contigo.”,0,1,0
3290,"""La humildad no es ser pobre, es ser una persona honesta y sencilla, que no tenga amigos por el dinero, sino por lo que son.""",0,1,0
3291,https://t.co/nc9hcu56VL,0,1,0
3292,"Toda persona que entra en nuestra vida viene por una razón, algunos vienen a aprender y otros vienen a enseñar.",0,1,0
3293,Jamás algo que valga la pena será fácil.,0,1,0
3294,"Y cuando nadie estaba.. Yo sí estuve, ¿recuerdas?",0,1,0
3295,Como haces sentir a otros dice mucho de ti.,0,1,0
3296,"Si amas, no traiciones; si no sientes nada, no ilusiones.",0,1,0
3297,“Mañana me reiré de lo que hoy me duele.”,0,1,0
3298,"Lo fácil aburre, lo difícil atrae, lo imposible obsesiona.",0,1,0
3299,Comienza a pesar. https://t.co/S66tVvBrnQ,0,1,0
